file_id,rel_path,status,sha256,acq_sha256,ingested_at,source_name,schema_version,supersedes_file_id,row_count,start_date,end_date,partition,meta_json
,datasets/acquisition/youtube/The-Blackest-Crow_4cYdD8Trv9A.jpg,active,9ef4a21e703cc1e6cbd9006bbd3c4927a3e611ede7ea45be7b6763ba218ef9c7,,,The-Blackest-Crow_4cYdD8Trv9A.jpg,1,,,,,,"{""asset_role"":""thumb"",""bundle_id"":""4cYdD8Trv9A"",""upstream"":{""kind"":""youtube"",""url"":""https://www.youtube.com/watch?v=4cYdD8Trv9A"",""youtube_id"":""4cYdD8Trv9A""}}"
,datasets/acquisition/youtube/The-Tequila-Mockingbird-Orchestra---The-Blackest-Crow_EDKfKd0_VrA.json,active,05079e096c4f6c26349c541de011d1bf9d0aaa95a1ed57ce578c09ec2f893906,,,The-Tequila-Mockingbird-Orchestra---The-Blackest-Crow_EDKfKd0_VrA.json,1,,,,,,"{""asset_role"":""info_json"",""bundle_id"":""EDKfKd0_VrA"",""upstream"":{""kind"":""youtube"",""url"":""https://www.youtube.com/watch?v=EDKfKd0_VrA"",""youtube_id"":""EDKfKd0_VrA""}}"
,datasets/acquisition/youtube/The-Tequila-Mockingbird-Orchestra---The-Blackest-Crow_EDKfKd0_VrA.mp3,active,7628c65ef4515b2a4235c673a15b73fc2d1fd7996cdcf10cd872c52750cac2fa,,,The-Tequila-Mockingbird-Orchestra---The-Blackest-Crow_EDKfKd0_VrA.mp3,1,,,,,,"{""asset_role"":""audio"",""bundle_id"":""EDKfKd0_VrA"",""upstream"":{""kind"":""youtube"",""url"":""https://www.youtube.com/watch?v=EDKfKd0_VrA"",""youtube_id"":""EDKfKd0_VrA""}}"
,datasets/acquisition/youtube/The-Tequila-Mockingbird-Orchestra---The-Blackest-Crow_EDKfKd0_VrA.jpg,active,e6f9bbd4408db75c3eaa8431eaca713e61bb5f8b1823da9e3c18fc4e5aaadd56,,,The-Tequila-Mockingbird-Orchestra---The-Blackest-Crow_EDKfKd0_VrA.jpg,1,,,,,,"{""asset_role"":""thumb"",""bundle_id"":""EDKfKd0_VrA"",""upstream"":{""kind"":""youtube"",""url"":""https://www.youtube.com/watch?v=EDKfKd0_VrA"",""youtube_id"":""EDKfKd0_VrA""}}"
,datasets/acquisition/youtube/Whiskey-Before-Breakfast_mW6Vwdb8n-Q.json,active,6f69cccfabf46779ee8e6c7a8091f9730fc70219d3642e8b676214c5280b081b,,,Whiskey-Before-Breakfast_mW6Vwdb8n-Q.json,1,,,,,,"{""asset_role"":""info_json"",""bundle_id"":""mW6Vwdb8n-Q"",""upstream"":{""kind"":""youtube"",""url"":""https://www.youtube.com/watch?v=mW6Vwdb8n-Q"",""youtube_id"":""mW6Vwdb8n-Q""}}"
,datasets/acquisition/youtube/Whiskey-Before-Breakfast_mW6Vwdb8n-Q.mp3,active,5fd1e918421603a11b41691fb7c32a565543fdd439c771c01e1b8f3d23a24202,,,Whiskey-Before-Breakfast_mW6Vwdb8n-Q.mp3,1,,,,,,"{""asset_role"":""audio"",""bundle_id"":""mW6Vwdb8n-Q"",""upstream"":{""kind"":""youtube"",""url"":""https://www.youtube.com/watch?v=mW6Vwdb8n-Q"",""youtube_id"":""mW6Vwdb8n-Q""}}"
,datasets/acquisition/youtube/Whiskey-Before-Breakfast_mW6Vwdb8n-Q.jpg,active,9c5df0c67a166fdc215e3f05f8f9fbc8d94a66c4ad744a0647c3bb8380c817d5,,,Whiskey-Before-Breakfast_mW6Vwdb8n-Q.jpg,1,,,,,,"{""asset_role"":""thumb"",""bundle_id"":""mW6Vwdb8n-Q"",""upstream"":{""kind"":""youtube"",""url"":""https://www.youtube.com/watch?v=mW6Vwdb8n-Q"",""youtube_id"":""mW6Vwdb8n-Q""}}"
,datasets/acquisition/youtube/Norman-Blake-Whiskey-Before-Breakfast_amYbUEGCdOY.json,active,b792f765b625ec4a788e65191cd06621e5d0df9a6c3212c82fc13782ecbc4a82,,,Norman-Blake-Whiskey-Before-Breakfast_amYbUEGCdOY.json,1,,,,,,"{""asset_role"":""info_json"",""bundle_id"":""amYbUEGCdOY"",""upstream"":{""kind"":""youtube"",""url"":""https://www.youtube.com/watch?v=amYbUEGCdOY"",""youtube_id"":""amYbUEGCdOY""}}"
,datasets/acquisition/youtube/Norman-Blake-Whiskey-Before-Breakfast_amYbUEGCdOY.mp3,active,1488d2b6584ed16e8ea3451d5b891102e1fc3a947ac73cb9ea5a47de692299ad,,,Norman-Blake-Whiskey-Before-Breakfast_amYbUEGCdOY.mp3,1,,,,,,"{""asset_role"":""audio"",""bundle_id"":""amYbUEGCdOY"",""upstream"":{""kind"":""youtube"",""url"":""https://www.youtube.com/watch?v=amYbUEGCdOY"",""youtube_id"":""amYbUEGCdOY""}}"
,datasets/acquisition/youtube/Norman-Blake-Whiskey-Before-Breakfast_amYbUEGCdOY.jpg,active,bc58dea2820274b20ef521e686c6a0790360f6617e9c87cb7d9075ce76c00bba,,,Norman-Blake-Whiskey-Before-Breakfast_amYbUEGCdOY.jpg,1,,,,,,"{""asset_role"":""thumb"",""bundle_id"":""amYbUEGCdOY"",""upstream"":{""kind"":""youtube"",""url"":""https://www.youtube.com/watch?v=amYbUEGCdOY"",""youtube_id"":""amYbUEGCdOY""}}"
